[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: Successfully loaded OpenSpiel environments: 41.
[kaggle_environments.envs.open_spiel_env.open_spiel_env] INFO: OpenSpiel games skipped: 0.
Loading 42 agents: avikdas567_heuristic, biohack44_day2, daniilkrasnovvv_conservative_prob, jek1wantaufik_lucario, kiyotah_abomasnow, kiyotah_dragapult, kiyotah_iono, kojimar_lucario, makimakiai_rl, makthanithin_1084_baseline, makthanithin_improved_prob, mechi22_alakazam, pixiux_lucario_v63, plamen06_steel, pllinas_alakazam, prvsiyan_control_v11, prvsiyan_grimbelief_alakazam, romanrozen_strong_start, ryotasueyoshi_alakazam, tb_abomasnow, tb_alakazam, tb_archaludon, tb_dragapult, tb_heuristic, tb_iono, tb_lucario, tb_rulecore, tb_search, tb_starmie, wmh_alakazam, wmh_bellibolt, wmh_chandelure, wmh_froslass, wmh_garchomp, wmh_grimmsnarl, wmh_kangaskhan, wmh_megastarmie, wmh_mewtwo, wmh_ogerpon, wmh_trevenant, wmh_typhlosion, random_legal
[1/903] avikdas567_heuristic vs avikdas567_heuristic: avikdas567_heuristic 1-1  (2 games, 0.4s, 0.18s/game)
[199/903] kiyotah_abomasnow vs wmh_typhlosion: kiyotah_abomasnow 6-0  (6 games, 1.4s, 0.23s/game)
[200/903] kiyotah_abomasnow vs random_legal: kiyotah_abomasnow 6-0  (6 games, 0.6s, 0.10s/game)
[201/903] kiyotah_dragapult vs kiyotah_dragapult: kiyotah_dragapult 1-1  (2 games, 0.6s, 0.30s/game)
[202/903] kiyotah_dragapult vs kiyotah_iono: kiyotah_dragapult 3-3  (6 games, 3.2s, 0.53s/game)
[203/903] kiyotah_dragapult vs kojimar_lucario: kiyotah_dragapult 3-3  (6 games, 1.9s, 0.32s/game)
[204/903] kiyotah_dragapult vs makimakiai_rl: kiyotah_dragapult 6-0  (6 games, 1.4s, 0.24s/game)
[205/903] kiyotah_dragapult vs makthanithin_1084_baseline: kiyotah_dragapult 4-2  (6 games, 2.1s, 0.34s/game)
[206/903] kiyotah_dragapult vs makthanithin_improved_prob: kiyotah_dragapult 2-4  (6 games, 1.4s, 0.24s/game)
[207/903] kiyotah_dragapult vs mechi22_alakazam: kiyotah_dragapult 5-1  (6 games, 1.8s, 0.30s/game)
[208/903] kiyotah_dragapult vs pixiux_lucario_v63: kiyotah_dragapult 3-3  (6 games, 1.9s, 0.31s/game)
[209/903] kiyotah_dragapult vs plamen06_steel: kiyotah_dragapult 0-6  (6 games, 1.7s, 0.29s/game)
[210/903] kiyotah_dragapult vs pllinas_alakazam: kiyotah_dragapult 3-3  (6 games, 5.5s, 0.91s/game)
[211/903] kiyotah_dragapult vs prvsiyan_control_v11: kiyotah_dragapult 3-3  (6 games, 2.5s, 0.41s/game)
[212/903] kiyotah_dragapult vs prvsiyan_grimbelief_alakazam: kiyotah_dragapult 5-1  (6 games, 2.3s, 0.39s/game)
[213/903] kiyotah_dragapult vs romanrozen_strong_start: kiyotah_dragapult 2-4  (6 games, 1.5s, 0.25s/game)
[214/903] kiyotah_dragapult vs ryotasueyoshi_alakazam: kiyotah_dragapult 2-4  (6 games, 2.1s, 0.35s/game)
[215/903] kiyotah_dragapult vs tb_abomasnow: kiyotah_dragapult 2-4  (6 games, 1.4s, 0.24s/game)
[216/903] kiyotah_dragapult vs tb_alakazam: kiyotah_dragapult 4-2  (6 games, 2.1s, 0.36s/game)
[217/903] kiyotah_dragapult vs tb_archaludon: kiyotah_dragapult 2-4  (6 games, 1.4s, 0.23s/game)
[218/903] kiyotah_dragapult vs tb_dragapult: kiyotah_dragapult 0-6  (6 games, 1.5s, 0.25s/game)
[219/903] kiyotah_dragapult vs tb_heuristic: kiyotah_dragapult 6-0  (6 games, 1.5s, 0.25s/game)
[220/903] kiyotah_dragapult vs tb_iono: kiyotah_dragapult 5-1  (6 games, 2.2s, 0.37s/game)
[221/903] kiyotah_dragapult vs tb_lucario: kiyotah_dragapult 5-1  (6 games, 1.6s, 0.26s/game)
[222/903] kiyotah_dragapult vs tb_rulecore: kiyotah_dragapult 5-1  (6 games, 1.7s, 0.29s/game)
[223/903] kiyotah_dragapult vs tb_search: kiyotah_dragapult 4-2  (6 games, 1.5s, 0.25s/game)
[224/903] kiyotah_dragapult vs tb_starmie: kiyotah_dragapult 6-0  (6 games, 1.4s, 0.23s/game)
[225/903] kiyotah_dragapult vs wmh_alakazam: kiyotah_dragapult 3-3  (6 games, 1.9s, 0.32s/game)
[226/903] kiyotah_dragapult vs wmh_bellibolt: kiyotah_dragapult 6-0  (6 games, 1.8s, 0.30s/game)
[227/903] kiyotah_dragapult vs wmh_chandelure: kiyotah_dragapult 5-1  (6 games, 1.5s, 0.25s/game)
[228/903] kiyotah_dragapult vs wmh_froslass: kiyotah_dragapult 3-3  (6 games, 1.2s, 0.21s/game)
[229/903] kiyotah_dragapult vs wmh_garchomp: kiyotah_dragapult 4-2  (6 games, 1.7s, 0.28s/game)
[230/903] kiyotah_dragapult vs wmh_grimmsnarl: kiyotah_dragapult 6-0  (6 games, 2.0s, 0.33s/game)
[231/903] kiyotah_dragapult vs wmh_kangaskhan: kiyotah_dragapult 6-0  (6 games, 1.3s, 0.21s/game)
[232/903] kiyotah_dragapult vs wmh_megastarmie: kiyotah_dragapult 1-5  (6 games, 1.1s, 0.19s/game)
[233/903] kiyotah_dragapult vs wmh_mewtwo: kiyotah_dragapult 6-0  (6 games, 2.2s, 0.37s/game)
[234/903] kiyotah_dragapult vs wmh_ogerpon: kiyotah_dragapult 6-0  (6 games, 2.0s, 0.33s/game)
[235/903] kiyotah_dragapult vs wmh_trevenant: kiyotah_dragapult 6-0  (6 games, 1.6s, 0.27s/game)
[236/903] kiyotah_dragapult vs wmh_typhlosion: kiyotah_dragapult 6-0  (6 games, 1.8s, 0.30s/game)
[237/903] kiyotah_dragapult vs random_legal: kiyotah_dragapult 6-0  (6 games, 1.4s, 0.23s/game)
[238/903] kiyotah_iono vs kiyotah_iono: kiyotah_iono 0-2  (2 games, 1.7s, 0.86s/game)
[239/903] kiyotah_iono vs kojimar_lucario: kiyotah_iono 0-6  (6 games, 1.8s, 0.30s/game)
[240/903] kiyotah_iono vs makimakiai_rl: kiyotah_iono 5-1  (6 games, 2.0s, 0.33s/game)
[241/903] kiyotah_iono vs makthanithin_1084_baseline: kiyotah_iono 3-3  (6 games, 3.0s, 0.49s/game)
[242/903] kiyotah_iono vs makthanithin_improved_prob: kiyotah_iono 1-5  (6 games, 2.0s, 0.33s/game)
[243/903] kiyotah_iono vs mechi22_alakazam: kiyotah_iono 4-2  (6 games, 2.9s, 0.48s/game)
[244/903] kiyotah_iono vs pixiux_lucario_v63: kiyotah_iono 1-5  (6 games, 1.7s, 0.28s/game)
[245/903] kiyotah_iono vs plamen06_steel: kiyotah_iono 1-5  (6 games, 2.9s, 0.48s/game)
[246/903] kiyotah_iono vs pllinas_alakazam: kiyotah_iono 1-5  (6 games, 22.2s, 3.70s/game)
[247/903] kiyotah_iono vs prvsiyan_control_v11: kiyotah_iono 6-0  (6 games, 1.8s, 0.30s/game)
[248/903] kiyotah_iono vs prvsiyan_grimbelief_alakazam: kiyotah_iono 6-0  (6 games, 2.6s, 0.43s/game)
[249/903] kiyotah_iono vs romanrozen_strong_start: kiyotah_iono 2-4  (6 games, 1.8s, 0.29s/game)
[250/903] kiyotah_iono vs ryotasueyoshi_alakazam: kiyotah_iono 2-4  (6 games, 1.7s, 0.28s/game)
[251/903] kiyotah_iono vs tb_abomasnow: kiyotah_iono 5-1  (6 games, 1.6s, 0.27s/game)
[252/903] kiyotah_iono vs tb_alakazam: kiyotah_iono 4-2  (6 games, 3.0s, 0.50s/game)
[253/903] kiyotah_iono vs tb_archaludon: kiyotah_iono 2-4  (6 games, 2.6s, 0.43s/game)
[254/903] kiyotah_iono vs tb_dragapult: kiyotah_iono 1-5  (6 games, 2.8s, 0.47s/game)
[255/903] kiyotah_iono vs tb_heuristic: kiyotah_iono 6-0  (6 games, 2.2s, 0.36s/game)
[256/903] kiyotah_iono vs tb_iono: kiyotah_iono 5-1  (6 games, 4.5s, 0.75s/game)
[257/903] kiyotah_iono vs tb_lucario: kiyotah_iono 2-4  (6 games, 2.5s, 0.42s/game)
[258/903] kiyotah_iono vs tb_rulecore: kiyotah_iono 3-3  (6 games, 2.4s, 0.40s/game)
[259/903] kiyotah_iono vs tb_search: kiyotah_iono 3-3  (6 games, 2.1s, 0.36s/game)
[260/903] kiyotah_iono vs tb_starmie: kiyotah_iono 6-0  (6 games, 1.6s, 0.27s/game)
[261/903] kiyotah_iono vs wmh_alakazam: kiyotah_iono 3-3  (6 games, 2.2s, 0.37s/game)
[262/903] kiyotah_iono vs wmh_bellibolt: kiyotah_iono 6-0  (6 games, 2.3s, 0.39s/game)
[263/903] kiyotah_iono vs wmh_chandelure: kiyotah_iono 6-0  (6 games, 2.3s, 0.38s/game)
[264/903] kiyotah_iono vs wmh_froslass: kiyotah_iono 5-1  (6 games, 1.4s, 0.23s/game)
[265/903] kiyotah_iono vs wmh_garchomp: kiyotah_iono 1-5  (6 games, 2.5s, 0.42s/game)
[266/903] kiyotah_iono vs wmh_grimmsnarl: kiyotah_iono 6-0  (6 games, 2.5s, 0.42s/game)
[267/903] kiyotah_iono vs wmh_kangaskhan: kiyotah_iono 6-0  (6 games, 2.3s, 0.39s/game)
[268/903] kiyotah_iono vs wmh_megastarmie: kiyotah_iono 6-0  (6 games, 1.6s, 0.27s/game)
[269/903] kiyotah_iono vs wmh_mewtwo: kiyotah_iono 3-3  (6 games, 2.3s, 0.39s/game)
[270/903] kiyotah_iono vs wmh_ogerpon: kiyotah_iono 6-0  (6 games, 2.7s, 0.45s/game)
[271/903] kiyotah_iono vs wmh_trevenant: kiyotah_iono 5-1  (6 games, 2.7s, 0.45s/game)
[272/903] kiyotah_iono vs wmh_typhlosion: kiyotah_iono 5-1  (6 games, 2.4s, 0.40s/game)
[273/903] kiyotah_iono vs random_legal: kiyotah_iono 6-0  (6 games, 1.3s, 0.21s/game)
[274/903] kojimar_lucario vs kojimar_lucario: kojimar_lucario 2-0  (2 games, 0.7s, 0.33s/game)
[275/903] kojimar_lucario vs makimakiai_rl: kojimar_lucario 6-0  (6 games, 0.9s, 0.15s/game)
[276/903] kojimar_lucario vs makthanithin_1084_baseline: kojimar_lucario 3-3  (6 games, 1.4s, 0.23s/game)
[277/903] kojimar_lucario vs makthanithin_improved_prob: kojimar_lucario 6-0  (6 games, 1.8s, 0.30s/game)
[278/903] kojimar_lucario vs mechi22_alakazam: kojimar_lucario 0-6  (6 games, 1.6s, 0.27s/game)
[279/903] kojimar_lucario vs pixiux_lucario_v63: kojimar_lucario 4-2  (6 games, 1.8s, 0.30s/game)
[280/903] kojimar_lucario vs plamen06_steel: kojimar_lucario 3-3  (6 games, 1.4s, 0.24s/game)
[281/903] kojimar_lucario vs pllinas_alakazam: kojimar_lucario 1-5  (6 games, 8.2s, 1.36s/game)
[282/903] kojimar_lucario vs prvsiyan_control_v11: kojimar_lucario 2-4  (6 games, 1.4s, 0.23s/game)
[283/903] kojimar_lucario vs prvsiyan_grimbelief_alakazam: kojimar_lucario 6-0  (6 games, 1.5s, 0.24s/game)
[284/903] kojimar_lucario vs romanrozen_strong_start: kojimar_lucario 3-3  (6 games, 2.0s, 0.33s/game)
[285/903] kojimar_lucario vs ryotasueyoshi_alakazam: kojimar_lucario 2-4  (6 games, 1.6s, 0.27s/game)
[286/903] kojimar_lucario vs tb_abomasnow: kojimar_lucario 3-3  (6 games, 0.7s, 0.11s/game)
[287/903] kojimar_lucario vs tb_alakazam: kojimar_lucario 2-4  (6 games, 1.4s, 0.23s/game)
[288/903] kojimar_lucario vs tb_archaludon: kojimar_lucario 3-3  (6 games, 1.0s, 0.16s/game)
[289/903] kojimar_lucario vs tb_dragapult: kojimar_lucario 4-2  (6 games, 1.3s, 0.22s/game)
[290/903] kojimar_lucario vs tb_heuristic: kojimar_lucario 5-1  (6 games, 1.4s, 0.23s/game)
[291/903] kojimar_lucario vs tb_iono: kojimar_lucario 5-1  (6 games, 1.4s, 0.24s/game)
[292/903] kojimar_lucario vs tb_lucario: kojimar_lucario 5-1  (6 games, 1.4s, 0.24s/game)
[293/903] kojimar_lucario vs tb_rulecore: kojimar_lucario 6-0  (6 games, 1.3s, 0.22s/game)
[294/903] kojimar_lucario vs tb_search: kojimar_lucario 5-1  (6 games, 1.2s, 0.21s/game)
[295/903] kojimar_lucario vs tb_starmie: kojimar_lucario 6-0  (6 games, 0.8s, 0.13s/game)
[296/903] kojimar_lucario vs wmh_alakazam: kojimar_lucario 3-3  (6 games, 1.7s, 0.28s/game)
[297/903] kojimar_lucario vs wmh_bellibolt: kojimar_lucario 6-0  (6 games, 1.5s, 0.26s/game)
[298/903] kojimar_lucario vs wmh_chandelure: kojimar_lucario 6-0  (6 games, 0.7s, 0.12s/game)
[299/903] kojimar_lucario vs wmh_froslass: kojimar_lucario 5-1  (6 games, 0.8s, 0.14s/game)
[300/903] kojimar_lucario vs wmh_garchomp: kojimar_lucario 5-1  (6 games, 1.4s, 0.23s/game)
[301/903] kojimar_lucario vs wmh_grimmsnarl: kojimar_lucario 6-0  (6 games, 1.6s, 0.27s/game)
[302/903] kojimar_lucario vs wmh_kangaskhan: kojimar_lucario 6-0  (6 games, 1.2s, 0.21s/game)
[303/903] kojimar_lucario vs wmh_megastarmie: kojimar_lucario 4-2  (6 games, 0.9s, 0.15s/game)
[304/903] kojimar_lucario vs wmh_mewtwo: kojimar_lucario 4-2  (6 games, 1.7s, 0.28s/game)
[305/903] kojimar_lucario vs wmh_ogerpon: kojimar_lucario 6-0  (6 games, 1.6s, 0.27s/game)
[306/903] kojimar_lucario vs wmh_trevenant: kojimar_lucario 2-4  (6 games, 1.3s, 0.22s/game)
[307/903] kojimar_lucario vs wmh_typhlosion: kojimar_lucario 6-0  (6 games, 1.5s, 0.26s/game)
[308/903] kojimar_lucario vs random_legal: kojimar_lucario 5-1  (6 games, 0.4s, 0.06s/game)
[309/903] makimakiai_rl vs makimakiai_rl: makimakiai_rl 1-1  (2 games, 0.7s, 0.33s/game)
[310/903] makimakiai_rl vs makthanithin_1084_baseline: makimakiai_rl 1-5  (6 games, 1.1s, 0.18s/game)
[311/903] makimakiai_rl vs makthanithin_improved_prob: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[312/903] makimakiai_rl vs mechi22_alakazam: makimakiai_rl 0-6  (6 games, 1.3s, 0.22s/game)
[313/903] makimakiai_rl vs pixiux_lucario_v63: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[314/903] makimakiai_rl vs plamen06_steel: makimakiai_rl 0-6  (6 games, 1.3s, 0.22s/game)
[315/903] makimakiai_rl vs pllinas_alakazam: makimakiai_rl 0-6  (6 games, 6.1s, 1.01s/game)
[316/903] makimakiai_rl vs prvsiyan_control_v11: makimakiai_rl 0-6  (6 games, 1.3s, 0.21s/game)
[317/903] makimakiai_rl vs prvsiyan_grimbelief_alakazam: makimakiai_rl 2-4  (6 games, 2.5s, 0.41s/game)
[318/903] makimakiai_rl vs romanrozen_strong_start: makimakiai_rl 0-6  (6 games, 1.4s, 0.24s/game)
[319/903] makimakiai_rl vs ryotasueyoshi_alakazam: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[320/903] makimakiai_rl vs tb_abomasnow: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[321/903] makimakiai_rl vs tb_alakazam: makimakiai_rl 3-3  (6 games, 1.1s, 0.18s/game)
[322/903] makimakiai_rl vs tb_archaludon: makimakiai_rl 0-6  (6 games, 1.2s, 0.20s/game)
[323/903] makimakiai_rl vs tb_dragapult: makimakiai_rl 0-6  (6 games, 1.6s, 0.27s/game)
[324/903] makimakiai_rl vs tb_heuristic: makimakiai_rl 4-2  (6 games, 1.8s, 0.30s/game)
[325/903] makimakiai_rl vs tb_iono: makimakiai_rl 1-5  (6 games, 2.0s, 0.33s/game)
[326/903] makimakiai_rl vs tb_lucario: makimakiai_rl 1-5  (6 games, 1.1s, 0.18s/game)
[327/903] makimakiai_rl vs tb_rulecore: makimakiai_rl 0-6  (6 games, 1.1s, 0.18s/game)
[328/903] makimakiai_rl vs tb_search: makimakiai_rl 1-5  (6 games, 1.0s, 0.17s/game)
[329/903] makimakiai_rl vs tb_starmie: makimakiai_rl 5-1  (6 games, 1.0s, 0.17s/game)
[330/903] makimakiai_rl vs wmh_alakazam: makimakiai_rl 1-5  (6 games, 0.9s, 0.15s/game)
[331/903] makimakiai_rl vs wmh_bellibolt: makimakiai_rl 2-4  (6 games, 1.4s, 0.23s/game)
[332/903] makimakiai_rl vs wmh_chandelure: makimakiai_rl 1-5  (6 games, 1.4s, 0.23s/game)
[333/903] makimakiai_rl vs wmh_froslass: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[334/903] makimakiai_rl vs wmh_garchomp: makimakiai_rl 0-6  (6 games, 1.3s, 0.22s/game)
[335/903] makimakiai_rl vs wmh_grimmsnarl: makimakiai_rl 0-6  (6 games, 0.8s, 0.13s/game)
[336/903] makimakiai_rl vs wmh_kangaskhan: makimakiai_rl 4-2  (6 games, 1.3s, 0.21s/game)
[337/903] makimakiai_rl vs wmh_megastarmie: makimakiai_rl 0-6  (6 games, 1.0s, 0.16s/game)
[338/903] makimakiai_rl vs wmh_mewtwo: makimakiai_rl 3-3  (6 games, 1.7s, 0.29s/game)
[339/903] makimakiai_rl vs wmh_ogerpon: makimakiai_rl 2-4  (6 games, 2.0s, 0.33s/game)
[340/903] makimakiai_rl vs wmh_trevenant: makimakiai_rl 0-6  (6 games, 1.5s, 0.25s/game)
[341/903] makimakiai_rl vs wmh_typhlosion: makimakiai_rl 1-5  (6 games, 1.4s, 0.23s/game)
[342/903] makimakiai_rl vs random_legal: makimakiai_rl 4-2  (6 games, 1.2s, 0.21s/game)
[343/903] makthanithin_1084_baseline vs makthanithin_1084_baseline: makthanithin_1084_baseline 1-1  (2 games, 0.5s, 0.27s/game)
[344/903] makthanithin_1084_baseline vs makthanithin_improved_prob: makthanithin_1084_baseline 2-4  (6 games, 1.5s, 0.25s/game)
[345/903] makthanithin_1084_baseline vs mechi22_alakazam: makthanithin_1084_baseline 1-5  (6 games, 1.6s, 0.27s/game)
[346/903] makthanithin_1084_baseline vs pixiux_lucario_v63: makthanithin_1084_baseline 2-4  (6 games, 1.3s, 0.22s/game)
[347/903] makthanithin_1084_baseline vs plamen06_steel: makthanithin_1084_baseline 3-3  (6 games, 1.4s, 0.24s/game)
[348/903] makthanithin_1084_baseline vs pllinas_alakazam: makthanithin_1084_baseline 1-5  (6 games, 7.5s, 1.26s/game)
[349/903] makthanithin_1084_baseline vs prvsiyan_control_v11: makthanithin_1084_baseline 3-3  (6 games, 1.6s, 0.27s/game)
[350/903] makthanithin_1084_baseline vs prvsiyan_grimbelief_alakazam: makthanithin_1084_baseline 6-0  (6 games, 1.3s, 0.22s/game)
[351/903] makthanithin_1084_baseline vs romanrozen_strong_start: makthanithin_1084_baseline 4-2  (6 games, 1.3s, 0.22s/game)
[352/903] makthanithin_1084_baseline vs ryotasueyoshi_alakazam: makthanithin_1084_baseline 4-2  (6 games, 1.6s, 0.27s/game)
[353/903] makthanithin_1084_baseline vs tb_abomasnow: makthanithin_1084_baseline 3-3  (6 games, 0.7s, 0.12s/game)
[354/903] makthanithin_1084_baseline vs tb_alakazam: makthanithin_1084_baseline 4-2  (6 games, 1.7s, 0.29s/game)
[355/903] makthanithin_1084_baseline vs tb_archaludon: makthanithin_1084_baseline 2-4  (6 games, 1.3s, 0.22s/game)
[356/903] makthanithin_1084_baseline vs tb_dragapult: makthanithin_1084_baseline 3-3  (6 games, 1.7s, 0.28s/game)
[357/903] makthanithin_1084_baseline vs tb_heuristic: makthanithin_1084_baseline 6-0  (6 games, 0.9s, 0.14s/game)
[358/903] makthanithin_1084_baseline vs tb_iono: makthanithin_1084_baseline 5-1  (6 games, 1.3s, 0.22s/game)
[359/903] makthanithin_1084_baseline vs tb_lucario: makthanithin_1084_baseline 5-1  (6 games, 1.2s, 0.20s/game)
[360/903] makthanithin_1084_baseline vs tb_rulecore: makthanithin_1084_baseline 4-2  (6 games, 1.6s, 0.27s/game)
[361/903] makthanithin_1084_baseline vs tb_search: makthanithin_1084_baseline 5-1  (6 games, 1.5s, 0.25s/game)
[362/903] makthanithin_1084_baseline vs tb_starmie: makthanithin_1084_baseline 6-0  (6 games, 0.8s, 0.13s/game)
[363/903] makthanithin_1084_baseline vs wmh_alakazam: makthanithin_1084_baseline 3-3  (6 games, 1.4s, 0.24s/game)
[364/903] makthanithin_1084_baseline vs wmh_bellibolt: makthanithin_1084_baseline 6-0  (6 games, 1.1s, 0.19s/game)
[365/903] makthanithin_1084_baseline vs wmh_chandelure: makthanithin_1084_baseline 5-1  (6 games, 1.0s, 0.17s/game)
[366/903] makthanithin_1084_baseline vs wmh_froslass: makthanithin_1084_baseline 5-1  (6 games, 1.2s, 0.20s/game)
[367/903] makthanithin_1084_baseline vs wmh_garchomp: makthanithin_1084_baseline 6-0  (6 games, 1.5s, 0.24s/game)
[368/903] makthanithin_1084_baseline vs wmh_grimmsnarl: makthanithin_1084_baseline 6-0  (6 games, 1.6s, 0.27s/game)
[369/903] makthanithin_1084_baseline vs wmh_kangaskhan: makthanithin_1084_baseline 6-0  (6 games, 1.5s, 0.25s/game)
[370/903] makthanithin_1084_baseline vs wmh_megastarmie: makthanithin_1084_baseline 5-1  (6 games, 0.8s, 0.14s/game)
[371/903] makthanithin_1084_baseline vs wmh_mewtwo: makthanithin_1084_baseline 6-0  (6 games, 1.7s, 0.28s/game)
[372/903] makthanithin_1084_baseline vs wmh_ogerpon: makthanithin_1084_baseline 6-0  (6 games, 1.8s, 0.29s/game)
[373/903] makthanithin_1084_baseline vs wmh_trevenant: makthanithin_1084_baseline 1-5  (6 games, 1.5s, 0.26s/game)
[374/903] makthanithin_1084_baseline vs wmh_typhlosion: makthanithin_1084_baseline 6-0  (6 games, 1.4s, 0.24s/game)
[375/903] makthanithin_1084_baseline vs random_legal: makthanithin_1084_baseline 6-0  (6 games, 0.8s, 0.13s/game)
[376/903] makthanithin_improved_prob vs makthanithin_improved_prob: makthanithin_improved_prob 0-2  (2 games, 0.5s, 0.27s/game)
[377/903] makthanithin_improved_prob vs mechi22_alakazam: makthanithin_improved_prob 3-3  (6 games, 1.5s, 0.24s/game)
[378/903] makthanithin_improved_prob vs pixiux_lucario_v63: makthanithin_improved_prob 3-3  (6 games, 1.5s, 0.24s/game)
[379/903] makthanithin_improved_prob vs plamen06_steel: makthanithin_improved_prob 3-3  (6 games, 1.2s, 0.21s/game)
[380/903] makthanithin_improved_prob vs pllinas_alakazam: makthanithin_improved_prob 1-5  (6 games, 12.0s, 2.00s/game)
[381/903] makthanithin_improved_prob vs prvsiyan_control_v11: makthanithin_improved_prob 4-2  (6 games, 1.5s, 0.24s/game)
[382/903] makthanithin_improved_prob vs prvsiyan_grimbelief_alakazam: makthanithin_improved_prob 6-0  (6 games, 1.6s, 0.26s/game)
[383/903] makthanithin_improved_prob vs romanrozen_strong_start: makthanithin_improved_prob 2-4  (6 games, 2.3s, 0.39s/game)
[384/903] makthanithin_improved_prob vs ryotasueyoshi_alakazam: makthanithin_improved_prob 3-3  (6 games, 1.4s, 0.24s/game)
[385/903] makthanithin_improved_prob vs tb_abomasnow: makthanithin_improved_prob 1-5  (6 games, 0.9s, 0.15s/game)
[386/903] makthanithin_improved_prob vs tb_alakazam: makthanithin_improved_prob 5-1  (6 games, 1.5s, 0.25s/game)
[387/903] makthanithin_improved_prob vs tb_archaludon: makthanithin_improved_prob 1-5  (6 games, 1.3s, 0.22s/game)
[388/903] makthanithin_improved_prob vs tb_dragapult: makthanithin_improved_prob 4-2  (6 games, 1.6s, 0.26s/game)
[389/903] makthanithin_improved_prob vs tb_heuristic: makthanithin_improved_prob 6-0  (6 games, 1.4s, 0.23s/game)
[390/903] makthanithin_improved_prob vs tb_iono: makthanithin_improved_prob 3-3  (6 games, 2.0s, 0.34s/game)
[391/903] makthanithin_improved_prob vs tb_lucario: makthanithin_improved_prob 5-1  (6 games, 1.5s, 0.25s/game)
[392/903] makthanithin_improved_prob vs tb_rulecore: makthanithin_improved_prob 5-1  (6 games, 1.2s, 0.21s/game)
[393/903] makthanithin_improved_prob vs tb_search: makthanithin_improved_prob 6-0  (6 games, 1.5s, 0.25s/game)
[394/903] makthanithin_improved_prob vs tb_starmie: makthanithin_improved_prob 5-1  (6 games, 1.0s, 0.16s/game)
[395/903] makthanithin_improved_prob vs wmh_alakazam: makthanithin_improved_prob 5-1  (6 games, 0.9s, 0.16s/game)
[396/903] makthanithin_improved_prob vs wmh_bellibolt: makthanithin_improved_prob 6-0  (6 games, 1.8s, 0.30s/game)
[397/903] makthanithin_improved_prob vs wmh_chandelure: makthanithin_improved_prob 4-2  (6 games, 1.0s, 0.17s/game)
[398/903] makthanithin_improved_prob vs wmh_froslass: makthanithin_improved_prob 5-1  (6 games, 1.1s, 0.18s/game)
[399/903] makthanithin_improved_prob vs wmh_garchomp: makthanithin_improved_prob 3-3  (6 games, 1.9s, 0.31s/game)
[400/903] makthanithin_improved_prob vs wmh_grimmsnarl: makthanithin_improved_prob 5-1  (6 games, 1.6s, 0.27s/game)
[401/903] makthanithin_improved_prob vs wmh_kangaskhan: makthanithin_improved_prob 6-0  (6 games, 0.9s, 0.15s/game)
[402/903] makthanithin_improved_prob vs wmh_megastarmie: makthanithin_improved_prob 3-3  (6 games, 1.0s, 0.16s/game)
[403/903] makthanithin_improved_prob vs wmh_mewtwo: makthanithin_improved_prob 5-1  (6 games, 1.6s, 0.27s/game)
[404/903] makthanithin_improved_prob vs wmh_ogerpon: makthanithin_improved_prob 6-0  (6 games, 1.7s, 0.29s/game)
[405/903] makthanithin_improved_prob vs wmh_trevenant: makthanithin_improved_prob 4-2  (6 games, 1.4s, 0.23s/game)
[406/903] makthanithin_improved_prob vs wmh_typhlosion: makthanithin_improved_prob 6-0  (6 games, 1.7s, 0.28s/game)
[407/903] makthanithin_improved_prob vs random_legal: makthanithin_improved_prob 6-0  (6 games, 0.5s, 0.09s/game)
[408/903] mechi22_alakazam vs mechi22_alakazam: mechi22_alakazam 1-1  (2 games, 0.6s, 0.29s/game)
[409/903] mechi22_alakazam vs pixiux_lucario_v63: mechi22_alakazam 2-4  (6 games, 1.7s, 0.28s/game)
[410/903] mechi22_alakazam vs plamen06_steel: mechi22_alakazam 3-3  (6 games, 1.8s, 0.31s/game)
[411/903] mechi22_alakazam vs pllinas_alakazam: mechi22_alakazam 3-3  (6 games, 7.6s, 1.27s/game)
[412/903] mechi22_alakazam vs prvsiyan_control_v11: mechi22_alakazam 6-0  (6 games, 1.0s, 0.17s/game)
[413/903] mechi22_alakazam vs prvsiyan_grimbelief_alakazam: mechi22_alakazam 4-2  (6 games, 2.9s, 0.49s/game)
[414/903] mechi22_alakazam vs romanrozen_strong_start: mechi22_alakazam 5-1  (6 games, 1.6s, 0.27s/game)
[415/903] mechi22_alakazam vs ryotasueyoshi_alakazam: mechi22_alakazam 6-0  (6 games, 1.6s, 0.27s/game)
[416/903] mechi22_alakazam vs tb_abomasnow: mechi22_alakazam 6-0  (6 games, 0.9s, 0.15s/game)
[417/903] mechi22_alakazam vs tb_alakazam: mechi22_alakazam 6-0  (6 games, 1.6s, 0.27s/game)
[418/903] mechi22_alakazam vs tb_archaludon: mechi22_alakazam 3-3  (6 games, 1.1s, 0.18s/game)
[419/903] mechi22_alakazam vs tb_dragapult: mechi22_alakazam 2-4  (6 games, 1.6s, 0.27s/game)
